ID	Text	Valence	Arousal	Dominance	Category
44	Ja soms word ik daar een bitje emo van.	BG	0.445762581492	0.301723642761	0.37887205831	neutral
45	Op den duur voelde u schuldig of voelde u slecht of denkte van ja hebben we dan toch nie alles geprobeerd? Terwijl da ge eigenlijk zo iets hebt van, we hebben alles geprobeerd. We hebben nie nog meer kunnen doen en en… Ma ik vind da wel een moeilijken.	BG	0.324042782483	0.638349921035	0.406234789056	sadness
46	Ik vind da gewoon leuk om daarmee te spelen enzo. En die stellen ook nie nie te veel vragen enzo dus das zo gewoon zo een beetje spelen en kdenk dat da mij ook gewoon wa gelukkig maakt om die kinderen zo wa blij te maken.	BZL	0.85198627289	0.457008535793	0.643726006273	joy
47	Da was wel heel belangrijk voor mij, dat hij daar was. Een vader die zijn dochter eigenlijk afgeeft, das een heel speciaal moment.	BG	0.95758559014	0.428341735424	0.76679797952	love
48	Zeg. Ik maak mijn papier gewoon kapot. Kvind da nie leuk als ik iets nie kan. Aaaah. - <b> Aaaah! Kak! </b>	BZL	0.254372060667	0.958724046037	0.331494157893	anger
49	Ik begrijp dat, maar wa ik dan nie begrijp is da ge thuiskomt en dan wel ne filet pur bestelt.	BZL	0.44972415535	0.514552073052	0.631229747563	anger
50	Oh wa moe ik doen met die vent? Ma echt waar.	BG	0.34327620436	0.794978622322	0.38523326808	anger
51	Ik krijg weer commentaar op mijn kledingstijl.	BG	0.247861647139	0.409023538076	0.439941504205	neutral
52	Kging me mn verjaardag, en ton e meisje leren kennen, dan de jacuzzi weet je wel. In de jacuzzi een glaasje cava ma nie overdreven, echt nie. Twas 0,18 toen dak blaasde. Echt belachelijk.	OV	0.398019901888	0.514400381736	0.502907885691	neutral
53	Die drie kleinsten, da waren kuikentjes.	BG	0.612296919294	0.244877079169	0.504420420345	neutral
54	Ik had da echt zelf ook zo echt een wauw-gevoel. Twaren zo alle puzzeltjes die bij elkaar en in elkaar vielen en… Ik ben er zeker van dat het een goeie eerste indruk gaat zijn. Kben er echt zo blij mee. Tis echt fantastisch gewoon.	BG	0.958687840432	0.944671154596	0.825061489353	joy
55	Ik vind dit geen goudmijn hoor.	BZL	0.489578400049	0.207310707981	0.469981672827	anger
56	In de gevangenis van Beveren ik heb zo met strepen over strepen zelf zo’n Picasso-shitachtige ding gemaakt.	OV	0.588777268597	0.387261492908	0.685591513923	joy
57	Boeit mij geen hol. Het kan me helemaal niks schelen of die mij aant uitlachen zijn. Het boeit mij niks. Ik begin zo al zo… breindood te worden dak zo nie doorheb me wa ik aant werken ben en ineens besef ik het weer zo.	BZL	0.0688218051013	0.950203117928	0.746240886795	anger
58	Ja ma das nie waar. Das nie waar, Aagje. Ik heb da nie. Ik heb da nie. Kwil nie hebben da mn kinderen gewezen werden. Of da ze zeiden “wa heeft de die daar aan?” Kwil hebben da ze proper waren. Ma ook de luxe nie eh. Da was vo mij proper en da was ook al.	OV	0.368364508828	0.649432526782	0.454278813633	sadness
59	Ja witte dinges… Gij zit de beauty en ik ben nog steeds de beast en ik denk nie dat da snel ga veranderen.	BG	0.535002295429	0.393334929968	0.493853791386	neutral
60	Ik denk dat ik het gisteren wel leuk had gevonden om dit te doen, maar vandaag… Dat ik moe ben en dat ik hier fysieke arbeid moet leveren, dat waarschijnlijk is wat me tegensteekt. Euhm… Kweenie. We zijn allemaal moe, ma niemand zegt echt iets. We zijn heel stil. Ik heb ook geen zin om te babbelen vandaag.	BZL	0.310425632026	0.481118370002	0.41491292954	sadness
61	Dus ik wil euh graag echt nog alles deraan doen om me u der een schone toekomst van te maken.	BG	0.682434607354	0.407977393508	0.790410484085	joy
62	Stop me lachen! Das echt nie men ding.	BZL	0.41265118942	0.735171025236	0.439900502202	anger
63	Kheb geen idee wat da is ma kweet dat de afgelopen week enorm zwaar was. En… jah khad eiglik gewoon zin om bloemekes te kopen en… Vermits ik van bloemen hou en zij ook, ben ik eiglik gewoon benieuwd welk effect het ga hebben.	BG	0.498666463413	0.437561948599	0.477285141095	joy
64	Ik denk dak heb bijgeleerd over Stijn sowieso da hij heel open is. Da had ik wel door dag één. Ma dat da wel gewoon zeer hard aanwezig is. En datie ook nie, nie veel gêne heeft per se over dingen, dat hij daar, ja… out in the open... euhm…	BG	0.568342170495	0.348763521476	0.458647527686	neutral
65	Maja ge komt gij hier altijd met die stomme verhalen af gij.	OV	0.287379200917	0.824598013632	0.523188449171	anger
66	Der is niemand die snapt dat het nie is, dat het niks is geworden. En da maak het echt heel moeilijk.	BG	0.221070962191	0.497224274642	0.331246819838	sadness
67	<b> Ça va. Ja. Beetje stress. Ja, maar euh… Ja, positieve stress wel nog atlijd dus das wel goe. </b> - Een beetje spannend nu.	BG	0.724659222141	0.471806501928	0.42009513347	fear
68	Dingen kunnen samen doen, da mis ik langs ne kant wel. Gewoon ne keer nen avond gezellig samen thuis in de zetel. Ook al gebeurde da nie vaak, twas wel leuk om te doen. Dus aje dan terug echt alleen alleen valt… Alé ik zag mij der zelf wel verder mee gaan. Dus… aleja dan is da, wanneer dat da ineens ophoudt, is da wel jammer.	BG	0.352797777728	0.440110290293	0.265752903456	sadness
69	Merci. Buitenkomen is echt een avontuur. Waarom? Dagelijkse routine is doorbroken. Je kan gaan en staan waar je wilt euh… je kan eten, drinken wa je wilt. Dus ja, het is avontuur eh.	OV	0.765102792928	0.59124320395	0.534918009147	joy
70	Ik moet haar nie meer voorstellen eh, ge kent ze al ondertussen.	BG	0.495767646193	0.284692678389	0.631325710546	neutral
71	Die deuren heb ik zelf gemaakt.	BG	0.526521674805	0.155490702485	0.596959565347	neutral
72	Ja, een hele dag zon.	OV	0.616288515396	0.160816874641	0.571385468174	joy
73	Ik ga trouwen. - Ja! - What the fuck? - Proficiat. - Fuck, jongen. - <b> Proficiat, eh! Alé, zo zot! Zeg, proficiat eh. </b>	BG	0.828047341614	0.821388396164	0.641451694503	joy
74	Ik ben hier en daar wa gaan stelen vroeger. En dat is altijd voorwaardelijk geweest en nu is alles hier bijeengekomen. Lik de lotto dak gewonnen heb. Das nie waar eh. Ma vo mij is da zo erg. Ge kunt et nie aanvaarden en kweet dak het misdaan heb.	OV	0.27404679647	0.467341703762	0.322572459603	sadness
75	Kga wel nadenken. Dat die mensen heel hard hebben moeten werken om nen... om gewoon een T-shirt te maken. Gewoon voor dees. Alé ik zou, ik zou dees maar twee dagen kunnen volhouden denk ik. Want ik word nu al… kword al zot van die mens.	BZL	0.309719522804	0.577844667753	0.426326148448	anger
76	Ja ezo een rosse met krulletjes da zou leuk zijn. Een rosse vonk ja. - Ja inderdaad. Das wel uw type. - <b> Goh man. Das gigantisch mijn type. </b>	BG	0.835369200291	0.597382078315	0.724822593714	love
77	Die geur is verschrikkelijk. Kheb nog nooit zoiets gezien in men hele leven. Kheb me nog nooit zo vreselijk gevoeld als hier. Ja tis onbeschrijfbaar.	BZL	0.248116914866	0.672959739523	0.352566693753	anger
78	Superoneerlijk natuurlijk, he, maar ik denk nie da nu hier gaan discussiëren en roepen tegen deze mannen iets gaat uithalen. Dus daarom hou ik mij ook efkes stil.	BZL	0.472768749996	0.622268357624	0.592763235892	anger
79	Ik ben ervan verschoten. Het is veel heftiger dan ik had verwacht. Hun leven is heel hard en ruig tegenover dat van ons.	BZL	0.204944085812	0.440825850976	0.379644580096	fear
80	Zo had ekik u nog nie gezien hoor. Oké, ge zijt ontslagen, das nen tegenvaller, maar hier wordt elken dag wel iemand ontslagen eh en die doen nie zoals gij. Echt op deze manier u met uitgangen naar buiten laten gaan, da zie kik nie zitten eh.	OV	0.212770886549	0.762862649917	0.681112876977	anger
81	Ge kunt toch 100 euro meer geven? Dan zijn we toch allemaal eerlijk? “Yes I’ll try, next time I’ll try”. Maar dat is natuurlijk allemaal dikke zever, want dan verdient hij zelf geen geld nie meer, eh, dus.	BZL	0.204785657302	0.695842274054	0.455045626357	anger
82	Ge komt binnen en ge denkt van oke das zo hutjes met golfplaten erop, ge denkt das nie alles. Maar die hebben uiteindelijk… das wel een stenen huis dat daar staat. Onze kamer was oke, ma voor de rest ist allemaal heel klein en heel primitief.	BZL	0.467202273895	0.548984471601	0.37918594754	neutral
83	Ik merk ook da ik zo nu de laatste twee dagen mezelf eiglik ook meer terugtrek. Da ik ook zoiets heb van… goh ik heb, ik wil nie meer geknuffeld worden of ik wil zelfs nie meer een ja een kus krijgen omda ik ook al… ja een beetje teleurgesteld word omda hij zo telerugesteld kijk als ik da nie wil of…	BG	0.345239437176	0.370206630953	0.177538591795	sadness
84	Volgens mij zijde al van plan om definitief te verhuizen na die kanten.	BG	0.542297939898	0.35683607111	0.403367463055	joy
85	Ja, euhm… Ge hebt de zwarte bij de zigeuners en ge hebt de blonde.	OV	0.499865034354	0.201806266742	0.550770776061	neutral
86	Fuck, jongens. Zeg. Da vind ik hier echt wel… dikke shit.	BZL	0.156460391006	0.77888740486	0.482159717158	anger
87	Ja ewel da gevoel heb ik wel. Da wij op dit moment wel een beetje vastzitten.	BG	0.453901874378	0.279443647668	0.248198642261	sadness
88	Jamajamajamajama. Je werk gaat voor op je sport eh.	OV	0.453721122995	0.793385436473	0.952322721264	anger
89	Nee. What the fuck? Hoe hebt gij da allemaal geregeld? Ma gij zijt echt nie normaal. Na waar gaan we?	BG	0.663116358226	0.847259967657	0.370906712759	joy
90	Tis heel moeilijk om zo’n beslissing te maken omda je… Ja we weten alle twee waarom da we gematcht zijn.	BG	0.306457501961	0.260524708181	0.148174694891	sadness
91	Houden zo, zou ik zeggen. En inderdaad, alé, 22 april sluit da hoofdstuk hier ton ook af.	OV	0.746081998155	0.322427999312	0.818055421506	neutral
92	Dan hebbe kik zitten ijsberen voor dood. Ja. Goed op mijn ademhaling proberen letten en… ja denken van oke ja komaan tis nog efkes ge zijt er bijna. En da ga goe komen, da ga goe komen.	BG	0.633349097456	0.632923102113	0.597938174296	fear
93	Ik vind het echt supernice.	BZL	0.851894394137	0.62125355401	0.637343945631	joy
94	<b> Nee, maar Veronique, wa stellen we vast? Da gij keer op keer wel dezelfde feiten pleegt en daje nie leert uit de fouten die je gemaakt hebt. </b> - Kweet het. Ma nu tis ne goeie les.	OV	0.291978526774	0.667761038783	0.625280634166	anger
95	Da was… Ja da was heel moeilijk ja. Omdat da dan zo… ja definitief is en en jah… Ge moet da ook wel onder ogen zien eh. En we vinden het alle twee heel spijtig ja ma ja. Dus twas zo wel efkes van, oke we moeten beslissen. En da is de beslissing dus euh.	BG	0.25819734251	0.155339183697	0.314673355601	sadness
96	Das mooi om te zien. Nog twee weken en ze is eindelijk ook terug bij mij. Kan ook nie wachten.	OV	0.831512676485	0.41967183647	0.593949655722	joy
97	Twas echt zo gewoon een besef van oke we gaan die mensen misschien nooit meer zien en… En das zo jammer want die hebben, alé, da zijn zo’n leuke mensen ma dan ook tegelijkertijd had ik zoiets van ik wil die meepakken naar België want die verdienen dit niet. Da zijn zo’n lieve mensen.	BZL	0.404488087585	0.715914178754	0.338393383759	sadness
98	Als ik mij zo het einde van de wereld voorstel, is da zo’n supergrote kloof. Arm, rijk, geen middenklasse. En zo arm is zo al het afval enzo. Echt letterlijk wa hier  gebeurt. Gewoon al het elektronisch afval wa uit elkaar halen om maar grondstoffen te verkopen aan rijke mensen.	BZL	0.324564002329	0.620333950858	0.439384673899	sadness
99	Doet dat iets, aje politie ziet? - <b> Ja, nu wel. Nu als ik zie de politie ik zeg: ja wat ik heb nog fout gedaan? </b>	OV	0.359498379926	0.582685760467	0.0702970057318	fear
100	Ik had de vorige keer ook al zoiets van: nie me mij, want how… Wa was het dan? Vijftien maanden daje dan weggebleven was na je elektronisch toezicht. Ma goed ja, inderdaad…	OV	0.438436937074	0.71408682613	0.471438180498	anger
101	Tis wat het is. Tis ook een belangrijke job eh. Als kik zo woog, khad uiteindelijk nog wel vijf kilo. Das fiftig dollar. Voor die mensen veel geld ze.	BZL	0.69606748386	0.5525243531	0.705887111337	neutral
102	Ideaal. Nu gaak minne pyjama pakken.	BG	0.758783050244	0.538177146923	0.742886289882	joy
103	Ik was wel gechoqueerd. Ja. Da ga zo buiten alle grenzen die dat er, die da ik ken. Das nie meer normaal.	BZL	0.25822530005	0.455006159788	0.425403955789	fear
104	<b> Oh, amai. Schol eh! </b> - Op wa klinken we? - Op een hele leuke reis.	BZL	0.819614012504	0.668273647807	0.634418731208	joy
105	Het is zelfs nie om jullie te choqueren dat ik jullie naar hier breng. Het is gewoon echt omdat het, omdat het hier zo is.	BZL	0.417294108127	0.291885219002	0.718016848881	neutral
106	Ja das inderdaad iets da jullie nog nie hebben gezien. Daarom ben ik blij da ge het, da ge het wel, da ge het nu wel es zie. Da ik ook over andere dingen bekommerd kan zijn dan materialistische dingen.	BZL	0.667494451	0.387507822587	0.679450809897	joy
107	Dat da… ja dat da een beetje een soort zelfbescherming is. Dak daar misschien anders zelf euh… te veel mee ga… te veel aan ga denken en te… te ongelukkig van ga worden.	BZL	0.510066905562	0.0772652774672	0.305222399693	sadness
108	Ja gij waard ook heel blij als ge thuis waart.	BZL	0.721525059229	0.269849858721	0.543720046166	joy
109	Alé ma, hou de moed erin. Salut.	OV	0.630033852713	0.44444242505	0.552028281692	love
110	Kmoet er nog altijd mee lachen omdat ik het euh nie echt besef. Euhm… Ma het doet zeker wel wa me mij. Tis euh bizar om te weten da ja ga trouwen.	BG	0.722555373096	0.445195928971	0.479281920224	joy
111	Een goeie danser, das toch wijs eh.	BG	0.74867372666	0.450729130877	0.719916761934	joy
112	We hebben nog redelijk  gelachen tijdens diene dans ook. Da was echt plezant daje zo… Da was een serieus moment ma ook dawet zo beetje konden downplayen zo en ja kvond da wel geweldig da we da kunnen doen.	BG	0.839564498887	0.677819402598	0.632426171865	joy
113	Das het eerste wa kik dan zeg eh. Ge moet es weten vanwaar dat da komt. Ma twas ook, alé, ik moet eerlijk zijn, wij hebben dan die nachtdienst gedaan. Ik was bekaf.	BZL	0.335190858713	0.683825838038	0.406958198626	anger
114	Lang geleden da we hier wel samen hebben gegeten eh.	BG	0.658725329773	0.246712837758	0.478976891141	neutral
115	Ik vind et een stomme methode ze. Een bikke modder mixen vinnik het.	BZL	0.149220859502	0.645156158848	0.421553689489	anger
116	Heeey. Sorry eh. Ik heb net knoflookteentjes vastgehad, dus nu heb je een knoflookhandje.	BZL	0.57312636836	0.690001966605	0.509728696088	joy
117	Ge moest da bewaren voor hem en nu istie toevallig vrij. - Normaal istie vrij vandaag, ja. - <b> Doeme toch. Da moe wel passen eh? </b>	OV	0.287143014406	0.725647246746	0.400247916932	anger
118	Ge ziet er goe uit. Hallo.	BG	0.686395665303	0.309782986876	0.50072624564	joy
119	Alster een slachtoffer is, ist nie gemakkelijk ja. - <b> Ik woonde der al een paar jaar bij ook eh, bij het slachtoffer dus… alé zij bij mij dus… </b>	OV	0.377191163361	0.341575056617	0.283227477734	sadness
120	Het komt nu  gewoon efkes allemaal heel hard binnen.	BZL	0.202512355092	0.298191706975	0.27855249765	sadness
121	Alé hij verdient hier wel goe eh.	BZL	0.647683900727	0.5668050369	0.519731649975	joy
122	Wij hopen beide voor Lenny dat het een lief meisjen is. Met een goed karakter natuurlijk, das heel belangrijk. Hij is eigenlijk al heel lang op zoek en ja… Misschien lukt het nu voor hem eh.	BG	0.703718255121	0.398794801689	0.330171573133	joy
123	We hebben al zo veel gedaan op zo’n korte tijd. We zijn zo’n hechte groep geworden, vind ik. We zijn nog geen week weg, of net een week weg. Dus euh, ja. Zot.	BZL	0.890005319618	0.59033942083	0.830160978886	joy
124	Maar nu, als ik u ga terug laten gaan naar uw cel… Ik ga nie beweren da je kalm kan zijn ma der gaan toch geen ongelukken gebeuren eh?	OV	0.430953611147	0.628542329397	0.294476613209	fear
125	Das ietske da los ligt om omdak nie meer weet hoe dak het erin moe steken.	BG	0.613918692437	0.253729828388	0.295795792255	neutral
126	Sinds net voor Kerstmis eigenlijk zijn wij nie meer getrouwd en da is even een heel moeilijke periode geweest vo mij.	BG	0.318064744539	0.252252603605	0.384372955833	sadness
127	Toch ongelooflijk. Der durft hier geen een zeggen aan een gedetineerde datn moe zn haar knippen.	OV	0.328833667414	0.790294464966	0.686848609427	anger
128	Er zullen wel dingen… Maja zulke dingen vind ik wel goe. Vind ik wel wijs.	BG	0.548194139769	0.352996334628	0.409031642089	joy
129	Ik ga die direct op instagram zetten eh, goed?	BG	0.611966065158	0.53581723941	0.602047283675	joy
130	Toen we dees zagen, waren we heel blij. Ge hebt een dak boven uw kop, nie iedereen heeft da hier en ja. Ik vind da ook een heel proper huis tegenover de andere da we hier allemaal zien.	BZL	0.78879034377	0.449559398427	0.781231106348	joy
131	Ik vond da een van de beste momenten van mijn leven da we daar aankwamen en… Die bus en al die kinderen en zo. Oh.	BZL	0.953836692589	0.759970549464	0.659930390912	joy
132	Jazeker, omdat het gewoon onterecht is. Het is echt onterecht dit.	OV	0.145718478906	0.519446880705	0.567381940571	anger
133	Ibiza! Woooh!	BG	0.954514845208	0.953971036203	0.592298468457	joy
134	Das heel mooi beschreven.	BG	0.562317610688	0.222670324937	0.532498702937	joy
135	Franky heeft ons ook een bikke wakker gehouden, want die snurkt wa.	BG	0.4036770596	0.364567607893	0.448889631945	neutral
136	Nee, da is keisip.	BG	0.296718148418	0.306990317919	0.448679995922	sadness
137	Eindelijk ga ik vannacht in een goe bed slapen. Amai. Die flutmatrasjes, kga ze nie missen. Voila.	OV	0.877117254678	0.848356851761	0.783728081017	joy
138	Met mij gaat het heel goed. De afgelopen periode heb ik eigenlijk hetzelfde beleefd als de periode voor de trouw dus ik heb eigenlijk een heel stabiel leven. 	BG	0.820568096693	0.151277098429	0.660157122256	joy
139	Mijn telefoon ligt hier op te laden, zeker?	OV	0.516138041105	0.215970620111	0.414544120357	neutral
140	Ik probeer zoveel ik kan mezelf te zijn.	BG	0.576295728091	0.151144322168	0.50585016014	neutral
141	Nog twee jaar? - Ja, dan ist gedaan. - <b> Ja. Das rap eh. </b>	OV	0.705647443487	0.455677184763	0.631717770295	joy
142	Ik ben wel trots op u  da ge deraan hebt meegedaan.	BG	0.729423747421	0.327162432833	0.639182062485	joy
143	Ik denk dat we hier een heel sterke match hebben.	BG	0.858735207993	0.317838888785	0.89577623002	joy
144	Ge kunt nogal dansen godverdikke.	BG	0.625363402177	0.735489980273	0.633848058568	joy
145	Dus dit is den eerste keer dat we onze junior echt zo loslaten.	BZL	0.389179087481	0.325828122798	0.252809190884	love
146	Ja, goeien aanval. Goeien aanval. Bien jouer, Marcel. - <b> Jaaa! Komaan! </b>	BG	0.747978357153	0.826693819142	0.670042856181	joy
147	Het leukste ja vind ik nog altijd z’n enthousiasme ook en zijn lach en ook echt een levensgenieter. Kdenk da we daar op da vlak der sowieso ook tzelfde in in alé int leven staan. Ma vooral ook da Victor iemand is da ik nu, na mijn gevoel, volledig kan vertrouwen ook. Altijd.	BG	0.799282486395	0.573184880448	0.761424507133	joy
148	Kdacht dak da mega leuk ging vinden en dan na een uur dacht ik van “oh my god wanneer ist lunchpauze? Want da ga hier nog drie uur duren”. Kwas echt blij toen da de bel afging.	BZL	0.516154533897	0.804781364181	0.565829266457	anger
149	Oh, top! Nee? Echt wel chill, eh?	BZL	0.831292163693	0.795349238601	0.628679759963	joy
150	In Nederland weet ik, als je met zoiets wordt gepakt weet ik dan sta je na twee dagen buiten, maar hier komen ze al gelijk met: ja je bent een dealer bla bla bla dit dat. Ik vind het allemaal euh een heel klein beetje overdreven. En zo’n ouderwetse gevangenis, ja das echt…	OV	0.267168950736	0.759334531245	0.497305001262	anger
151	Ik heb alleszins zin in euh hetgeen da nu ga komen. Kheb er momenteel een positief gevoel over. Dus euh… ja ik kijk er wel naar uit, de komende weken.	BG	0.737632144352	0.49457241355	0.473057586315	joy
152	Ja voilà. Daar kwam je goed uit de verf. Fancy kostuum, chique schoentjes…	BG	0.730032067107	0.585237019758	0.663158626749	joy
153	Das wel efkes wennen age zo tijdje alleen zi geweest.	BG	0.574312797965	0.0772565516156	0.363783600718	sadness
154	Ik neem mij altijd voor da ik mij zo goe mogelijk ga gedragen omdat ik geen, tegenover die mensen da hier werken die da elke dag doen, echt geen verwende prinses wil zijn. Ik probeer mij da echt voor te nemen ma als ge zo moe zijt dan denkt ge echt “fuck it” en dan zijde zo slechtgezind als wa.	BZL	0.389060787542	0.687247943337	0.652305023813	anger
155	Oké mevrouw, maar dan moet u ook zeggen dat hij niet moet moeilijk doen tegen mij. De attitude van die chef tegenover mij is…	OV	0.357446192973	0.710634603864	0.476659467998	anger
